time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,32,4,42.40200892857143,11.14732980692588,230.39196428571427,64.02926974826389,19.965069822711882,230.39196428571427,61.53227153577303,10.354584011089816,153.87091385690786
61,49,7,43.604910714285715,28.037553893930323,394.765625,61.00279792906747,28.0403632249699,394.765625,60.35812492657424,35.02798150428511,277.49312551398026
121,69,8,47.53381696428571,31.514247885865252,419.72946428571424,63.59083387586806,28.993227803742727,419.72946428571424,62.32938264545641,32.33862437939286,301.36493883634876
181,91,10,53.74575892857142,25.31990824543955,462.5424107142857,70.34050835503473,27.094854834573535,462.5424107142857,71.96979723478618,25.031295129670703,280.3020276521382
241,100,6,71.40394345238096,25.59809714455196,171.57633928571428,90.02323857060185,6.555908442665657,171.57633928571428,86.42460337856359,11.30383305283937,81.45237972861842
301,98,8,65.17918526785715,28.65520583863691,278.56651785714286,77.19200981987846,21.93519636584055,278.56651785714286,80.57495920281661,26.222335829582264,155.4003263774671
361,91,6,69.04278273809524,24.022900413174746,185.74330357142856,83.30123336226852,16.14352312211931,185.74330357142856,87.70216557017544,16.690073685535562,73.78700657894737
421,80,7,66.36026785714286,25.961691430269987,235.47812499999998,77.1575443328373,15.418629205238103,235.47812499999998,78.56036881755169,25.313852580120006,150.07741827713815
481,74,8,60.252343749999994,28.80518692152655,317.98125,70.99465264214409,26.99041931727201,317.98125,70.76287520559211,28.29528297479492,233.89699835526315
541,61,4,59.39129464285715,35.60941112101467,162.4348214285714,66.76262749565973,37.02086471856756,162.4348214285714,60.18170808490954,34.7474816165977,159.27316766036182
601,45,3,57.68779761904762,29.90662552529155,126.93660714285714,62.68310546875,11.875453445716149,126.93660714285714,61.76104629248903,9.2002260885307,114.71686112253289
661,40,4,60.691294642857144,37.87087915368071,157.23482142857142,60.358852810329864,29.780409099654424,157.23482142857142,59.13728412828948,34.5655744301997,163.4508634868421
721,30,2,68.65825892857143,31.173437499999995,62.68348214285715,69.74758572048611,8.045111762152775,62.68348214285715,62.44956568667763,11.209588301809216,75.10086862664474
781,12,2,45.37299107142857,38.238169642857144,109.25401785714286,53.13788519965278,42.00439453125001,109.25401785714286,59.970735248766445,38.904611687911185,80.05852950246711
841,3,1,23.101785714285715,0.0,76.89821428571429,24.346923828125,0.0,76.89821428571429,32.898912931743425,0.0,67.10108706825658
