time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,35,4,52.66886160714286,10.746512143744132,189.32455357142857,70.17093234592014,17.81265658676181,189.32455357142857,68.44594855057565,5.182339745217202,126.21620579769737
61,66,7,56.89783163265305,33.88740013190428,301.71517857142857,71.2584480406746,35.09300863582603,301.71517857142857,73.89581436501409,31.8843785368472,182.7292994449013
121,82,9,52.14771825396825,31.381904236884758,430.67053571428573,65.9534595630787,29.31537650451457,430.67053571428573,69.18502718384504,32.36285609832473,277.33475534539474
181,96,8,50.901395089285714,42.02212326314087,392.78883928571423,54.14081149631076,37.09252512573143,392.78883928571423,55.31415437397203,36.125222496115654,357.4867650082237
241,100,6,69.67648809523808,34.50176714742814,181.94107142857143,74.74715621383102,23.879563598757795,181.94107142857143,77.67408939830044,31.24956717903956,133.95546361019737
301,100,7,63.305420918367346,34.04124583759192,256.86205357142853,73.57662140376985,28.22608412552983,256.86205357142853,73.36301875293704,28.980080221305485,186.45886872944078
361,100,7,73.49897959183673,21.445205873108304,185.50714285714287,86.2760997953869,4.0267394150981906,185.50714285714287,88.40469704534773,8.605920941338583,81.16712068256578
421,86,7,61.507461734693884,28.36725592676107,269.4477678571428,77.46010432167658,19.39724015943869,269.4477678571428,75.82282733200188,20.29207539713524,169.24020867598685
481,73,6,55.38608630952382,29.262836460213784,267.68348214285714,68.25018988715279,31.29680834192111,267.68348214285714,75.93630071271929,34.53990332429985,144.38219572368422
541,48,4,61.14162946428572,17.339644909059867,155.43348214285714,74.45831298828125,19.75120905790389,155.43348214285714,77.32029965049342,16.333201770813808,90.71880139802632
601,22,3,37.49538690476191,22.792943265254227,187.51383928571428,45.50012659143518,20.17306897834887,187.51383928571428,55.66684655975877,30.399635634622346,132.99946032072367
661,16,2,41.96852678571429,13.331919642857141,116.06294642857142,66.19635687934027,33.006795247395836,116.06294642857142,69.03188605057565,16.3360595703125,61.936227898848685
721,10,1,57.06339285714286,0.0,42.93660714285714,74.85215928819444,0.0,42.93660714285714,78.83750513980263,0.0,21.162494860197366
781,9,1,42.80580357142857,0.0,57.19419642857143,63.900417751736114,0.0,57.19419642857143,68.24694181743422,0.0,31.75305818256579
