time-step,number of users,used cloudlets,used cpu avg,used cpu std,unused cpu,used storage avg,used storage std,unused storage,used ram avg,used ram std,unused ram
1,30,5,37.471875,20.856216082562185,312.640625,50.44216579861112,19.67091064850773,312.640625,50.83984375,25.90883801280805,245.80078125
61,45,6,46.69694940476191,29.09887146870242,319.8183035714286,61.231486002604164,25.465783959004984,319.8183035714286,62.99229672080592,27.51270524815472,222.04621967516448
121,75,11,43.133644480519486,28.796095017918432,625.5299107142857,54.32770083648989,24.53308204653481,625.5299107142857,58.380827835302036,31.400168674970224,457.81089381167766
181,91,12,46.97317708333333,34.753722092180965,636.321875,61.58000804759839,29.983554393791092,636.321875,66.66508724814967,35.98680294517877,400.01895302220385
241,99,13,50.49320054945055,33.36810379895685,643.5883928571429,64.86519055488782,29.68522109535779,643.5883928571429,68.6279296875,32.0582483034621,407.8369140625
301,100,13,51.59285714285715,35.10814099544022,629.2928571428572,65.71363139356305,27.675092026155045,629.2928571428572,69.43725091725709,33.572698355993545,397.3157380756579
361,100,17,39.45336134453781,35.71978111282993,1029.292857142857,50.25160047743056,33.306276640911335,1029.292857142857,53.099074230843655,37.97584842589667,797.3157380756578
421,100,19,35.30037593984963,31.687194979480456,1229.292857142857,44.96195832191155,27.78356080958288,1229.292857142857,47.50969799601801,36.13320091100018,997.3157380756578
481,100,17,39.45336134453781,33.747524377018394,1029.292857142857,50.25160047743056,31.001229476826477,1029.292857142857,53.09907423084365,36.465977243630725,797.3157380756579
541,100,20,33.535357142857144,34.62410481815675,1329.2928571428567,42.713860405815964,32.908369294736275,1329.2928571428567,45.134213096217096,40.22973182357163,1097.315738075658
601,90,12,51.432812500000004,40.317565334904664,582.80625,64.37519214771412,40.32203026028427,582.80625,66.22978344298245,49.03847729066661,405.2425986842105
661,59,11,34.8804788961039,30.096839000078752,716.3147321428571,45.69159613715278,27.862825499982037,716.3147321428571,46.54234379672548,27.77720561537081,588.0342182360197
721,38,6,41.661830357142854,30.91091955550971,350.0290178571429,55.35888671875,29.00973426352256,350.0290178571429,60.9947873834978,34.02966107320465,234.03127569901318
781,19,3,48.19166666666666,29.091572308688516,155.42499999999998,55.40726273148149,32.17777821281037,155.42499999999998,68.87956585800438,33.94964254313381,93.36130242598685
