time-step,uId,u.bid,u.price,u.latency,u.cpu,u.storage,u.ram,winner(1) or loser(0)
1,v0,99,0,30,4186,3071,4168,1
1,v1,790,0,30,15935,16481,65580,1
1,v2,405,0,30,8149,16435,16390,1
1,v3,808,0,30,15958,16345,65556,1
1,v4,391,0,30,7868,16460,16500,1
1,v5,808,0,30,15848,16293,65592,1
1,v6,98,0,30,3789,2968,4002,1
1,v7,779,0,30,32073,16508,32813,1
1,v8,810,0,30,31985,16271,32768,1
1,v9,398,0,30,8041,16430,16360,1
1,v10,94,0,30,4124,2782,3994,1
1,v11,808,0,30,31908,16389,32762,1
1,v12,392,0,30,8177,16379,16432,1
1,v13,101,0,30,4212,2916,4277,1
1,v14,102,0,30,4012,3160,4157,1
1,v15,395,0,30,8124,16375,16216,1
1,v16,390,0,30,7994,16342,16397,1
1,v17,409,0,30,7878,16345,16370,1
1,v18,102,0,30,3784,3058,3825,1
1,v19,799,0,30,15954,16274,65451,1
1,v20,799,0,30,15835,16531,65486,1
1,v21,105,0,30,4009,3054,4241,1
1,v22,808,0,30,31919,16404,32781,1
1,v23,94,0,30,4093,3233,4118,1
1,v24,112,0,30,4088,3163,4106,1
1,v25,99,0,30,4064,3173,4059,1
1,v27,404,0,30,7978,16346,16555,1
1,v35,102,0,30,3992,3085,4079,1
1,v43,395,0,30,8091,16232,16291,1
1,v62,797,0,30,31862,16321,32777,1
1,v76,415,0,30,8141,16360,16480,1
1,v95,789,0,30,15851,16476,65607,1
61,v0,99,0,0.5889473011960246,4186,3071,4168,1
61,v1,790,0,0.5889473011960246,15935,16481,65580,1
61,v2,405,0,0.40726022832146597,8149,16435,16390,1
61,v3,808,0,0.40726022832146597,15958,16345,65556,1
61,v4,391,0,0.5889473011960246,7868,16460,16500,1
61,v5,808,0,0.7969481317828969,15848,16293,65592,1
61,v6,98,0,0.7969481317828969,3789,2968,4002,1
61,v7,779,0,0.5889473011960246,32073,16508,32813,1
61,v8,810,0,0.5889473011960246,31985,16271,32768,1
61,v9,398,0,0.5889473011960246,8041,16430,16360,1
61,v10,94,0,0.40726022832146597,4124,2782,3994,1
61,v11,808,0,0.7969481317828969,31908,16389,32762,1
61,v12,392,0,0.5889473011960246,8177,16379,16432,1
61,v13,101,0,0.5889473011960246,4212,2916,4277,1
61,v14,102,0,0.7969481317828969,4012,3160,4157,1
61,v15,395,0,0.7969481317828969,8124,16375,16216,1
61,v16,390,0,0.5889473011960246,7994,16342,16397,1
61,v17,409,0,0.40726022832146597,7878,16345,16370,1
61,v18,102,0,0.40726022832146597,3784,3058,3825,1
61,v19,799,0,0.7969481317828969,15954,16274,65451,1
61,v20,799,0,0.19033961645737432,15835,16531,65486,1
61,v21,105,0,0.19033961645737432,4009,3054,4241,1
61,v22,808,0,0.40726022832146597,31919,16404,32781,1
61,v23,94,0,0.40726022832146597,4093,3233,4118,1
61,v24,112,0,0.5889473011960246,4088,3163,4106,1
61,v25,99,0,0.5889473011960246,4064,3173,4059,1
61,v27,404,0,0.19033961645737432,7978,16346,16555,1
61,v35,102,0,0.7969481317828969,3992,3085,4079,1
61,v43,395,0,0.5889473011960246,8091,16232,16291,1
61,v62,797,0,0.19033961645737432,31862,16321,32777,1
61,v76,415,0,0.7969481317828969,8141,16360,16480,1
61,v95,789,0,0.19033961645737432,15851,16476,65607,1
61,v83,401,0,30,7939,16354,16414,1
61,v40,809,0,30,31904,16316,32686,1
61,v44,797,0,30,32022,16264,32752,1
61,v73,794,0,30,31914,16363,32918,1
61,v85,393,0,30,8152,16409,16433,1
61,v30,796,0,30,15978,16398,65595,1
61,v69,99,0,30,3985,3100,4003,1
61,v54,787,0,30,31936,16400,32784,1
61,v89,792,0,30,31938,16411,32809,1
61,v90,792,0,30,16026,16340,65361,1
61,v26,396,0,30,8013,16443,16314,1
61,v33,791,0,30,31941,16312,32698,1
61,v72,395,0,30,7954,16550,16304,1
61,v78,399,0,30,8061,16382,16474,1
61,v98,786,0,30,16017,16453,65458,1
61,v46,105,0,30,3968,3048,4233,1
61,v92,779,0,30,16055,16463,65821,1
121,v0,99,0,0.4174312311197254,4186,3071,4168,1
121,v1,790,0,0.291426943234549,15935,16481,65580,1
121,v2,405,0,0.14929253349951663,8149,16435,16390,1
121,v3,808,0,0.14929253349951663,15958,16345,65556,1
121,v4,391,0,0.4174312311197254,7868,16460,16500,1
121,v5,808,0.0,0.6714251524355164,15848,16293,65592,1
121,v6,98,0.0,0.6714251524355164,3789,2968,4002,1
121,v7,779,0,0.291426943234549,32073,16508,32813,1
121,v8,810,0,0.291426943234549,31985,16271,32768,1
121,v9,398,0,0.291426943234549,8041,16430,16360,1
121,v10,94,0,0.14929253349951663,4124,2782,3994,1
121,v11,808,0.0,0.6714251524355164,31908,16389,32762,1
121,v12,392,0,0.4174312311197254,8177,16379,16432,1
121,v13,101,0,0.291426943234549,4212,2916,4277,1
121,v14,102,0,1.20414643892186,4012,3160,4157,0
121,v15,395,0,1.20414643892186,8124,16375,16216,0
121,v16,390,0,0.4174312311197254,7994,16342,16397,1
121,v17,409,0,0.14929253349951663,7878,16345,16370,1
121,v18,102,0,0.14929253349951663,3784,3058,3825,1
121,v19,799,0.0,0.6714251524355164,15954,16274,65451,1
121,v20,799,0.0,0.5105036822335162,15835,16531,65486,1
121,v21,105,0,0.5105036822335162,4009,3054,4241,0
121,v22,808,0,0.14929253349951663,31919,16404,32781,1
121,v23,94,0,0.14929253349951663,4093,3233,4118,1
121,v24,112,0,0.291426943234549,4088,3163,4106,1
121,v25,99,0,0.291426943234549,4064,3173,4059,1
121,v27,404,0.0,0.5105036822335162,7978,16346,16555,1
121,v35,102,0.0,0.6714251524355164,3992,3085,4079,1
