time-step,number of winners,result list
1,32,"[('v8', 'cpuIntensive', 'c45'), ('v11', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c10'), ('v62', 'cpuIntensive', 'c0'), ('v7', 'cpuIntensive', 'c45'), ('v24', 'gp1', 'c45'), ('v76', 'gp2', 'c50'), ('v5', 'ramIntensive', 'c50'), ('v17', 'gp2', 'c10'), ('v3', 'ramIntensive', 'c10'), ('v18', 'gp1', 'c10'), ('v19', 'ramIntensive', 'c50'), ('v20', 'ramIntensive', 'c0'), ('v27', 'gp2', 'c0'), ('v2', 'gp2', 'c10'), ('v21', 'gp1', 'c0'), ('v1', 'ramIntensive', 'c45'), ('v95', 'ramIntensive', 'c0'), ('v9', 'gp2', 'c45'), ('v43', 'gp2', 'c45'), ('v15', 'gp2', 'c50'), ('v35', 'gp1', 'c50'), ('v6', 'gp1', 'c50'), ('v16', 'gp2', 'c45'), ('v4', 'gp2', 'c45'), ('v12', 'gp2', 'c45'), ('v14', 'gp1', 'c50'), ('v13', 'gp1', 'c45'), ('v25', 'gp1', 'c45'), ('v10', 'gp1', 'c10'), ('v0', 'gp1', 'c45'), ('v23', 'gp1', 'c10')]"
61,49,"[('v8', 'cpuIntensive', 'c21'), ('v40', 'cpuIntensive', 'c48'), ('v11', 'cpuIntensive', 'c5'), ('v22', 'cpuIntensive', 'c9'), ('v62', 'cpuIntensive', 'c48'), ('v44', 'cpuIntensive', 'c48'), ('v73', 'cpuIntensive', 'c21'), ('v33', 'cpuIntensive', 'c5'), ('v89', 'cpuIntensive', 'c21'), ('v54', 'cpuIntensive', 'c9'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v76', 'gp2', 'c5'), ('v5', 'ramIntensive', 'c5'), ('v17', 'gp2', 'c9'), ('v3', 'ramIntensive', 'c9'), ('v18', 'gp1', 'c9'), ('v19', 'ramIntensive', 'c5'), ('v20', 'ramIntensive', 'c48'), ('v30', 'ramIntensive', 'c5'), ('v27', 'gp2', 'c48'), ('v2', 'gp2', 'c9'), ('v46', 'gp1', 'c5'), ('v90', 'ramIntensive', 'c21'), ('v83', 'gp2', 'c5'), ('v21', 'gp1', 'c48'), ('v1', 'ramIntensive', 'c21'), ('v95', 'ramIntensive', 'c48'), ('v98', 'ramIntensive', 'c9'), ('v78', 'gp2', 'c9'), ('v9', 'gp2', 'c21'), ('v43', 'gp2', 'c21'), ('v26', 'gp2', 'c30'), ('v15', 'gp2', 'c30'), ('v72', 'gp2', 'c30'), ('v92', 'ramIntensive', 'c25'), ('v35', 'gp1', 'c5'), ('v6', 'gp1', 'c5'), ('v85', 'gp2', 'c34'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v14', 'gp1', 'c30'), ('v13', 'gp1', 'c21'), ('v69', 'gp1', 'c30'), ('v25', 'gp1', 'c21'), ('v10', 'gp1', 'c9'), ('v0', 'gp1', 'c34'), ('v23', 'gp1', 'c9')]"
121,58,"[('v8', 'cpuIntensive', 'c21'), ('v40', 'cpuIntensive', 'c37'), ('v84', 'cpuIntensive', 'c37'), ('v93', 'cpuIntensive', 'c37'), ('v11', 'cpuIntensive', 'c26'), ('v22', 'cpuIntensive', 'c46'), ('v62', 'cpuIntensive', 'c37'), ('v44', 'cpuIntensive', 'c37'), ('v28', 'cpuIntensive', 'c37'), ('v73', 'cpuIntensive', 'c21'), ('v33', 'cpuIntensive', 'c26'), ('v89', 'cpuIntensive', 'c21'), ('v64', 'cpuIntensive', 'c40'), ('v54', 'cpuIntensive', 'c46'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v76', 'gp2', 'c26'), ('v67', 'ramIntensive', 'c26'), ('v5', 'ramIntensive', 'c26'), ('v17', 'gp2', 'c46'), ('v3', 'ramIntensive', 'c46'), ('v18', 'gp1', 'c46'), ('v19', 'ramIntensive', 'c26'), ('v57', 'ramIntensive', 'c10'), ('v99', 'ramIntensive', 'c3'), ('v20', 'ramIntensive', 'c37'), ('v82', 'gp2', 'c37'), ('v27', 'gp2', 'c37'), ('v68', 'gp1', 'c40'), ('v2', 'gp2', 'c46'), ('v46', 'gp1', 'c26'), ('v90', 'ramIntensive', 'c21'), ('v83', 'gp2', 'c26'), ('v56', 'ramIntensive', 'c40'), ('v51', 'gp2', 'c3'), ('v1', 'ramIntensive', 'c21'), ('v74', 'gp2', 'c3'), ('v98', 'ramIntensive', 'c46'), ('v78', 'gp2', 'c46'), ('v9', 'gp2', 'c21'), ('v43', 'gp2', 'c21'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c3'), ('v35', 'gp1', 'c26'), ('v6', 'gp1', 'c26'), ('v85', 'gp2', 'c34'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v13', 'gp1', 'c21'), ('v75', 'gp1', 'c3'), ('v69', 'gp1', 'c26'), ('v25', 'gp1', 'c21'), ('v10', 'gp1', 'c46'), ('v0', 'gp1', 'c34'), ('v48', 'gp1', 'c10'), ('v23', 'gp1', 'c46'), ('v59', 'gp1', 'c10')]"
181,82,"[('v52', 'cpuIntensive', 'c12'), ('v8', 'cpuIntensive', 'c3'), ('v40', 'cpuIntensive', 'c12'), ('v84', 'cpuIntensive', 'c12'), ('v93', 'cpuIntensive', 'c12'), ('v11', 'cpuIntensive', 'c18'), ('v22', 'cpuIntensive', 'c17'), ('v45', 'cpuIntensive', 'c30'), ('v62', 'cpuIntensive', 'c12'), ('v44', 'cpuIntensive', 'c12'), ('v34', 'cpuIntensive', 'c10'), ('v31', 'cpuIntensive', 'c12'), ('v28', 'cpuIntensive', 'c39'), ('v73', 'cpuIntensive', 'c3'), ('v91', 'cpuIntensive', 'c10'), ('v33', 'cpuIntensive', 'c18'), ('v89', 'cpuIntensive', 'c3'), ('v64', 'cpuIntensive', 'c39'), ('v54', 'cpuIntensive', 'c17'), ('v96', 'cpuIntensive', 'c5'), ('v7', 'cpuIntensive', 'c3'), ('v24', 'gp1', 'c3'), ('v47', 'ramIntensive', 'c50'), ('v76', 'gp2', 'c18'), ('v67', 'ramIntensive', 'c18'), ('v5', 'ramIntensive', 'c18'), ('v17', 'gp2', 'c17'), ('v3', 'ramIntensive', 'c17'), ('v53', 'ramIntensive', 'c10'), ('v97', 'ramIntensive', 'c39'), ('v58', 'gp2', 'c39'), ('v18', 'gp1', 'c17'), ('v36', 'ramIntensive', 'c30'), ('v19', 'ramIntensive', 'c18'), ('v57', 'ramIntensive', 'c10'), ('v99', 'ramIntensive', 'c50'), ('v20', 'ramIntensive', 'c39'), ('v82', 'gp2', 'c39'), ('v30', 'ramIntensive', 'c1'), ('v27', 'gp2', 'c39'), ('v68', 'gp1', 'c39'), ('v2', 'gp2', 'c17'), ('v46', 'gp1', 'c18'), ('v87', 'gp2', 'c39'), ('v90', 'ramIntensive', 'c3'), ('v80', 'ramIntensive', 'c30'), ('v83', 'gp2', 'c18'), ('v51', 'gp2', 'c50'), ('v21', 'gp1', 'c39'), ('v49', 'gp2', 'c1'), ('v1', 'ramIntensive', 'c3'), ('v74', 'gp2', 'c50'), ('v32', 'gp2', 'c1'), ('v81', 'gp2', 'c1'), ('v98', 'ramIntensive', 'c17'), ('v78', 'gp2', 'c17'), ('v9', 'gp2', 'c3'), ('v43', 'gp2', 'c3'), ('v26', 'gp2', 'c1'), ('v15', 'gp2', 'c1'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c50'), ('v72', 'gp2', 'c1'), ('v92', 'ramIntensive', 'c1'), ('v35', 'gp1', 'c18'), ('v6', 'gp1', 'c18'), ('v14', 'gp1', 'c1'), ('v13', 'gp1', 'c3'), ('v75', 'gp1', 'c50'), ('v41', 'gp1', 'c39'), ('v70', 'gp1', 'c17'), ('v69', 'gp1', 'c18'), ('v60', 'gp1', 'c39'), ('v71', 'gp1', 'c30'), ('v25', 'gp1', 'c3'), ('v10', 'gp1', 'c17'), ('v77', 'gp1', 'c39'), ('v48', 'gp1', 'c10'), ('v79', 'gp1', 'c17'), ('v23', 'gp1', 'c17'), ('v37', 'gp1', 'c30'), ('v59', 'gp1', 'c10')]"
241,60,"[('v61', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v8', 'cpuIntensive', 'c5'), ('v40', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v11', 'cpuIntensive', 'c29'), ('v22', 'cpuIntensive', 'c26'), ('v65', 'cpuIntensive', 'c28'), ('v45', 'cpuIntensive', 'c5'), ('v62', 'cpuIntensive', 'c28'), ('v34', 'cpuIntensive', 'c26'), ('v73', 'cpuIntensive', 'c5'), ('v91', 'cpuIntensive', 'c26'), ('v33', 'cpuIntensive', 'c29'), ('v89', 'cpuIntensive', 'c5'), ('v54', 'cpuIntensive', 'c26'), ('v96', 'cpuIntensive', 'c5'), ('v7', 'cpuIntensive', 'c5'), ('v24', 'gp1', 'c5'), ('v47', 'ramIntensive', 'c5'), ('v76', 'gp2', 'c29'), ('v67', 'ramIntensive', 'c29'), ('v5', 'ramIntensive', 'c29'), ('v17', 'gp2', 'c26'), ('v3', 'ramIntensive', 'c26'), ('v53', 'ramIntensive', 'c26'), ('v18', 'gp1', 'c26'), ('v19', 'ramIntensive', 'c29'), ('v30', 'ramIntensive', 'c35'), ('v2', 'gp2', 'c26'), ('v46', 'gp1', 'c29'), ('v90', 'ramIntensive', 'c25'), ('v83', 'gp2', 'c29'), ('v51', 'gp2', 'c5'), ('v38', 'gp1', 'c26'), ('v49', 'gp2', 'c35'), ('v1', 'ramIntensive', 'c25'), ('v32', 'gp2', 'c35'), ('v81', 'gp2', 'c35'), ('v9', 'gp2', 'c25'), ('v43', 'gp2', 'c25'), ('v26', 'gp2', 'c35'), ('v15', 'gp2', 'c35'), ('v72', 'gp2', 'c35'), ('v92', 'ramIntensive', 'c35'), ('v35', 'gp1', 'c29'), ('v6', 'gp1', 'c29'), ('v85', 'gp2', 'c25'), ('v16', 'gp2', 'c25'), ('v4', 'gp2', 'c25'), ('v12', 'gp2', 'c25'), ('v14', 'gp1', 'c35'), ('v13', 'gp1', 'c25'), ('v70', 'gp1', 'c26'), ('v39', 'gp1', 'c26'), ('v69', 'gp1', 'c29'), ('v71', 'gp1', 'c5'), ('v25', 'gp1', 'c25'), ('v0', 'gp1', 'c25')]"
301,67,"[('v61', 'cpuIntensive', 'c28'), ('v52', 'cpuIntensive', 'c28'), ('v8', 'cpuIntensive', 'c16'), ('v40', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v93', 'cpuIntensive', 'c28'), ('v11', 'cpuIntensive', 'c43'), ('v22', 'cpuIntensive', 'c5'), ('v65', 'cpuIntensive', 'c28'), ('v45', 'cpuIntensive', 'c25'), ('v66', 'cpuIntensive', 'c50'), ('v62', 'cpuIntensive', 'c28'), ('v44', 'cpuIntensive', 'c50'), ('v34', 'cpuIntensive', 'c5'), ('v31', 'cpuIntensive', 'c50'), ('v28', 'cpuIntensive', 'c50'), ('v73', 'cpuIntensive', 'c25'), ('v91', 'cpuIntensive', 'c5'), ('v33', 'cpuIntensive', 'c43'), ('v89', 'cpuIntensive', 'c16'), ('v64', 'cpuIntensive', 'c50'), ('v54', 'cpuIntensive', 'c5'), ('v96', 'cpuIntensive', 'c25'), ('v7', 'cpuIntensive', 'c16'), ('v24', 'gp1', 'c16'), ('v47', 'ramIntensive', 'c25'), ('v76', 'gp2', 'c43'), ('v67', 'ramIntensive', 'c43'), ('v5', 'ramIntensive', 'c43'), ('v17', 'gp2', 'c5'), ('v3', 'ramIntensive', 'c5'), ('v53', 'ramIntensive', 'c5'), ('v97', 'ramIntensive', 'c50'), ('v63', 'ramIntensive', 'c25'), ('v58', 'gp2', 'c50'), ('v18', 'gp1', 'c5'), ('v36', 'ramIntensive', 'c25'), ('v19', 'ramIntensive', 'c43'), ('v99', 'ramIntensive', 'c16'), ('v20', 'ramIntensive', 'c50'), ('v2', 'gp2', 'c5'), ('v90', 'ramIntensive', 'c16'), ('v83', 'gp2', 'c43'), ('v51', 'gp2', 'c16'), ('v38', 'gp1', 'c16'), ('v49', 'gp2', 'c43'), ('v1', 'ramIntensive', 'c26'), ('v74', 'gp2', 'c16'), ('v98', 'ramIntensive', 'c30'), ('v78', 'gp2', 'c30'), ('v9', 'gp2', 'c16'), ('v43', 'gp2', 'c26'), ('v85', 'gp2', 'c26'), ('v16', 'gp2', 'c26'), ('v4', 'gp2', 'c26'), ('v12', 'gp2', 'c26'), ('v13', 'gp1', 'c16'), ('v75', 'gp1', 'c16'), ('v70', 'gp1', 'c5'), ('v39', 'gp1', 'c16'), ('v71', 'gp1', 'c25'), ('v25', 'gp1', 'c25'), ('v10', 'gp1', 'c5'), ('v0', 'gp1', 'c25'), ('v48', 'gp1', 'c5'), ('v79', 'gp1', 'c30'), ('v23', 'gp1', 'c30')]"
361,58,"[('v61', 'cpuIntensive', 'c50'), ('v52', 'cpuIntensive', 'c50'), ('v8', 'cpuIntensive', 'c38'), ('v40', 'cpuIntensive', 'c50'), ('v84', 'cpuIntensive', 'c50'), ('v93', 'cpuIntensive', 'c50'), ('v11', 'cpuIntensive', 'c11'), ('v22', 'cpuIntensive', 'c30'), ('v65', 'cpuIntensive', 'c50'), ('v45', 'cpuIntensive', 'c43'), ('v62', 'cpuIntensive', 'c50'), ('v34', 'cpuIntensive', 'c30'), ('v73', 'cpuIntensive', 'c38'), ('v91', 'cpuIntensive', 'c30'), ('v89', 'cpuIntensive', 'c38'), ('v54', 'cpuIntensive', 'c30'), ('v96', 'cpuIntensive', 'c43'), ('v7', 'cpuIntensive', 'c38'), ('v24', 'gp1', 'c38'), ('v47', 'ramIntensive', 'c43'), ('v76', 'gp2', 'c11'), ('v5', 'ramIntensive', 'c11'), ('v17', 'gp2', 'c30'), ('v3', 'ramIntensive', 'c30'), ('v53', 'ramIntensive', 'c30'), ('v63', 'ramIntensive', 'c43'), ('v18', 'gp1', 'c30'), ('v36', 'ramIntensive', 'c43'), ('v19', 'ramIntensive', 'c11'), ('v57', 'ramIntensive', 'c3'), ('v2', 'gp2', 'c30'), ('v90', 'ramIntensive', 'c38'), ('v51', 'gp2', 'c43'), ('v38', 'gp1', 'c43'), ('v1', 'ramIntensive', 'c38'), ('v74', 'gp2', 'c43'), ('v32', 'gp2', 'c11'), ('v98', 'ramIntensive', 'c3'), ('v78', 'gp2', 'c3'), ('v9', 'gp2', 'c38'), ('v43', 'gp2', 'c38'), ('v26', 'gp2', 'c11'), ('v15', 'gp2', 'c11'), ('v42', 'gp2', 'c3'), ('v92', 'ramIntensive', 'c11'), ('v6', 'gp1', 'c11'), ('v14', 'gp1', 'c11'), ('v13', 'gp1', 'c38'), ('v75', 'gp1', 'c43'), ('v70', 'gp1', 'c30'), ('v39', 'gp1', 'c43'), ('v69', 'gp1', 'c11'), ('v25', 'gp1', 'c38'), ('v10', 'gp1', 'c30'), ('v48', 'gp1', 'c30'), ('v79', 'gp1', 'c3'), ('v23', 'gp1', 'c3'), ('v59', 'gp1', 'c3')]"
421,60,"[('v61', 'cpuIntensive', 'c14'), ('v52', 'cpuIntensive', 'c14'), ('v8', 'cpuIntensive', 'c24'), ('v40', 'cpuIntensive', 'c14'), ('v84', 'cpuIntensive', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v22', 'cpuIntensive', 'c32'), ('v65', 'cpuIntensive', 'c14'), ('v45', 'cpuIntensive', 'c36'), ('v66', 'cpuIntensive', 'c50'), ('v62', 'cpuIntensive', 'c14'), ('v44', 'cpuIntensive', 'c50'), ('v34', 'cpuIntensive', 'c28'), ('v31', 'cpuIntensive', 'c50'), ('v28', 'cpuIntensive', 'c50'), ('v73', 'cpuIntensive', 'c24'), ('v91', 'cpuIntensive', 'c28'), ('v89', 'cpuIntensive', 'c24'), ('v64', 'cpuIntensive', 'c50'), ('v54', 'cpuIntensive', 'c32'), ('v96', 'cpuIntensive', 'c36'), ('v7', 'cpuIntensive', 'c24'), ('v24', 'gp1', 'c24'), ('v47', 'ramIntensive', 'c36'), ('v17', 'gp2', 'c32'), ('v3', 'ramIntensive', 'c32'), ('v53', 'ramIntensive', 'c28'), ('v97', 'ramIntensive', 'c50'), ('v63', 'ramIntensive', 'c36'), ('v58', 'gp2', 'c50'), ('v18', 'gp1', 'c32'), ('v36', 'ramIntensive', 'c36'), ('v57', 'ramIntensive', 'c28'), ('v20', 'ramIntensive', 'c50'), ('v2', 'gp2', 'c32'), ('v90', 'ramIntensive', 'c24'), ('v51', 'gp2', 'c36'), ('v38', 'gp1', 'c36'), ('v1', 'ramIntensive', 'c24'), ('v74', 'gp2', 'c36'), ('v98', 'ramIntensive', 'c32'), ('v78', 'gp2', 'c32'), ('v9', 'gp2', 'c24'), ('v43', 'gp2', 'c24'), ('v42', 'gp2', 'c28'), ('v85', 'gp2', 'c43'), ('v16', 'gp2', 'c43'), ('v4', 'gp2', 'c43'), ('v12', 'gp2', 'c43'), ('v13', 'gp1', 'c24'), ('v75', 'gp1', 'c36'), ('v70', 'gp1', 'c28'), ('v39', 'gp1', 'c36'), ('v25', 'gp1', 'c24'), ('v10', 'gp1', 'c32'), ('v0', 'gp1', 'c43'), ('v48', 'gp1', 'c28'), ('v79', 'gp1', 'c28'), ('v23', 'gp1', 'c32'), ('v59', 'gp1', 'c28')]"
481,70,"[('v61', 'cpuIntensive', 'c7'), ('v52', 'cpuIntensive', 'c14'), ('v8', 'cpuIntensive', 'c44'), ('v40', 'cpuIntensive', 'c7'), ('v84', 'cpuIntensive', 'c14'), ('v93', 'cpuIntensive', 'c14'), ('v22', 'cpuIntensive', 'c12'), ('v65', 'cpuIntensive', 'c7'), ('v45', 'cpuIntensive', 'c37'), ('v66', 'cpuIntensive', 'c14'), ('v62', 'cpuIntensive', 'c7'), ('v44', 'cpuIntensive', 'c7'), ('v34', 'cpuIntensive', 'c12'), ('v31', 'cpuIntensive', 'c14'), ('v28', 'cpuIntensive', 'c14'), ('v73', 'cpuIntensive', 'c23'), ('v91', 'cpuIntensive', 'c12'), ('v89', 'cpuIntensive', 'c37'), ('v64', 'cpuIntensive', 'c22'), ('v54', 'cpuIntensive', 'c12'), ('v96', 'cpuIntensive', 'c37'), ('v7', 'cpuIntensive', 'c44'), ('v24', 'gp1', 'c44'), ('v17', 'gp2', 'c12'), ('v3', 'ramIntensive', 'c12'), ('v53', 'ramIntensive', 'c12'), ('v97', 'ramIntensive', 'c14'), ('v63', 'ramIntensive', 'c37'), ('v58', 'gp2', 'c14'), ('v18', 'gp1', 'c12'), ('v57', 'ramIntensive', 'c39'), ('v99', 'ramIntensive', 'c37'), ('v20', 'ramIntensive', 'c7'), ('v82', 'gp2', 'c22'), ('v27', 'gp2', 'c7'), ('v68', 'gp1', 'c14'), ('v2', 'gp2', 'c12'), ('v87', 'gp2', 'c22'), ('v94', 'gp2', 'c7'), ('v80', 'ramIntensive', 'c37'), ('v56', 'ramIntensive', 'c22'), ('v21', 'gp1', 'c7'), ('v29', 'gp2', 'c22'), ('v1', 'ramIntensive', 'c44'), ('v98', 'ramIntensive', 'c39'), ('v78', 'gp2', 'c39'), ('v9', 'gp2', 'c44'), ('v42', 'gp2', 'c39'), ('v85', 'gp2', 'c23'), ('v16', 'gp2', 'c44'), ('v4', 'gp2', 'c44'), ('v12', 'gp2', 'c44'), ('v13', 'gp1', 'c44'), ('v75', 'gp1', 'c37'), ('v41', 'gp1', 'c22'), ('v70', 'gp1', 'c12'), ('v39', 'gp1', 'c37'), ('v60', 'gp1', 'c14'), ('v71', 'gp1', 'c37'), ('v25', 'gp1', 'c44'), ('v10', 'gp1', 'c12'), ('v77', 'gp1', 'c22'), ('v0', 'gp1', 'c44'), ('v86', 'gp1', 'c22'), ('v50', 'gp1', 'c22'), ('v48', 'gp1', 'c12'), ('v79', 'gp1', 'c39'), ('v55', 'gp1', 'c22'), ('v23', 'gp1', 'c39'), ('v59', 'gp1', 'c39')]"
541,33,"[('v61', 'cpuIntensive', 'c41'), ('v52', 'cpuIntensive', 'c41'), ('v8', 'cpuIntensive', 'c48'), ('v40', 'cpuIntensive', 'c41'), ('v84', 'cpuIntensive', 'c41'), ('v93', 'cpuIntensive', 'c41'), ('v22', 'cpuIntensive', 'c37'), ('v65', 'cpuIntensive', 'c41'), ('v62', 'cpuIntensive', 'c41'), ('v34', 'cpuIntensive', 'c37'), ('v91', 'cpuIntensive', 'c37'), ('v7', 'cpuIntensive', 'c48'), ('v24', 'gp1', 'c48'), ('v17', 'gp2', 'c37'), ('v3', 'ramIntensive', 'c37'), ('v53', 'ramIntensive', 'c37'), ('v18', 'gp1', 'c37'), ('v2', 'gp2', 'c37'), ('v1', 'ramIntensive', 'c48'), ('v78', 'gp2', 'c37'), ('v9', 'gp2', 'c48'), ('v16', 'gp2', 'c48'), ('v4', 'gp2', 'c48'), ('v12', 'gp2', 'c48'), ('v13', 'gp1', 'c48'), ('v75', 'gp1', 'c8'), ('v70', 'gp1', 'c37'), ('v71', 'gp1', 'c8'), ('v25', 'gp1', 'c48'), ('v10', 'gp1', 'c37'), ('v0', 'gp1', 'c48'), ('v48', 'gp1', 'c37'), ('v79', 'gp1', 'c37')]"
