time-step,number of winners,result list
1,32,"[('v8', 'cpuIntensive', 'c45'), ('v11', 'cpuIntensive', 'c50'), ('v22', 'cpuIntensive', 'c10'), ('v62', 'cpuIntensive', 'c0'), ('v7', 'cpuIntensive', 'c45'), ('v24', 'gp1', 'c45'), ('v13', 'gp1', 'c45'), ('v21', 'gp1', 'c0'), ('v10', 'gp1', 'c10'), ('v18', 'gp1', 'c10'), ('v35', 'gp1', 'c50'), ('v6', 'gp1', 'c50'), ('v14', 'gp1', 'c50'), ('v0', 'gp1', 'c45'), ('v25', 'gp1', 'c45'), ('v23', 'gp1', 'c10'), ('v3', 'ramIntensive', 'c10'), ('v5', 'ramIntensive', 'c50'), ('v19', 'ramIntensive', 'c50'), ('v20', 'ramIntensive', 'c0'), ('v1', 'ramIntensive', 'c45'), ('v95', 'ramIntensive', 'c0'), ('v76', 'gp2', 'c50'), ('v17', 'gp2', 'c10'), ('v27', 'gp2', 'c0'), ('v2', 'gp2', 'c10'), ('v43', 'gp2', 'c45'), ('v9', 'gp2', 'c45'), ('v15', 'gp2', 'c50'), ('v12', 'gp2', 'c45'), ('v16', 'gp2', 'c45'), ('v4', 'gp2', 'c45')]"
61,49,"[('v40', 'cpuIntensive', 'c48'), ('v8', 'cpuIntensive', 'c21'), ('v11', 'cpuIntensive', 'c5'), ('v22', 'cpuIntensive', 'c9'), ('v62', 'cpuIntensive', 'c48'), ('v44', 'cpuIntensive', 'c48'), ('v73', 'cpuIntensive', 'c21'), ('v89', 'cpuIntensive', 'c21'), ('v33', 'cpuIntensive', 'c5'), ('v54', 'cpuIntensive', 'c9'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v13', 'gp1', 'c21'), ('v46', 'gp1', 'c5'), ('v21', 'gp1', 'c48'), ('v10', 'gp1', 'c9'), ('v18', 'gp1', 'c9'), ('v35', 'gp1', 'c5'), ('v6', 'gp1', 'c5'), ('v14', 'gp1', 'c5'), ('v0', 'gp1', 'c21'), ('v69', 'gp1', 'c5'), ('v25', 'gp1', 'c21'), ('v23', 'gp1', 'c9'), ('v3', 'ramIntensive', 'c9'), ('v5', 'ramIntensive', 'c5'), ('v19', 'ramIntensive', 'c5'), ('v20', 'ramIntensive', 'c48'), ('v30', 'ramIntensive', 'c5'), ('v90', 'ramIntensive', 'c21'), ('v1', 'ramIntensive', 'c21'), ('v95', 'ramIntensive', 'c48'), ('v76', 'gp2', 'c5'), ('v98', 'ramIntensive', 'c9'), ('v17', 'gp2', 'c9'), ('v92', 'ramIntensive', 'c25'), ('v27', 'gp2', 'c48'), ('v2', 'gp2', 'c9'), ('v83', 'gp2', 'c30'), ('v78', 'gp2', 'c9'), ('v43', 'gp2', 'c21'), ('v9', 'gp2', 'c34'), ('v15', 'gp2', 'c30'), ('v26', 'gp2', 'c30'), ('v85', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v72', 'gp2', 'c30'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34')]"
121,58,"[('v84', 'cpuIntensive', 'c37'), ('v40', 'cpuIntensive', 'c37'), ('v8', 'cpuIntensive', 'c21'), ('v11', 'cpuIntensive', 'c26'), ('v22', 'cpuIntensive', 'c46'), ('v93', 'cpuIntensive', 'c37'), ('v62', 'cpuIntensive', 'c37'), ('v44', 'cpuIntensive', 'c37'), ('v73', 'cpuIntensive', 'c21'), ('v89', 'cpuIntensive', 'c21'), ('v28', 'cpuIntensive', 'c37'), ('v33', 'cpuIntensive', 'c26'), ('v54', 'cpuIntensive', 'c46'), ('v64', 'cpuIntensive', 'c40'), ('v7', 'cpuIntensive', 'c21'), ('v24', 'gp1', 'c21'), ('v13', 'gp1', 'c21'), ('v46', 'gp1', 'c26'), ('v21', 'gp1', 'c37'), ('v10', 'gp1', 'c46'), ('v75', 'gp1', 'c3'), ('v18', 'gp1', 'c46'), ('v35', 'gp1', 'c26'), ('v6', 'gp1', 'c26'), ('v68', 'gp1', 'c37'), ('v14', 'gp1', 'c26'), ('v0', 'gp1', 'c21'), ('v69', 'gp1', 'c26'), ('v25', 'gp1', 'c21'), ('v48', 'gp1', 'c10'), ('v23', 'gp1', 'c46'), ('v59', 'gp1', 'c10'), ('v67', 'ramIntensive', 'c26'), ('v3', 'ramIntensive', 'c46'), ('v5', 'ramIntensive', 'c26'), ('v57', 'ramIntensive', 'c10'), ('v19', 'ramIntensive', 'c26'), ('v20', 'ramIntensive', 'c37'), ('v99', 'ramIntensive', 'c3'), ('v90', 'ramIntensive', 'c21'), ('v56', 'ramIntensive', 'c40'), ('v1', 'ramIntensive', 'c21'), ('v76', 'gp2', 'c26'), ('v98', 'ramIntensive', 'c46'), ('v17', 'gp2', 'c46'), ('v82', 'gp2', 'c37'), ('v51', 'gp2', 'c3'), ('v2', 'gp2', 'c46'), ('v74', 'gp2', 'c3'), ('v78', 'gp2', 'c46'), ('v43', 'gp2', 'c21'), ('v9', 'gp2', 'c34'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c3'), ('v85', 'gp2', 'c34'), ('v12', 'gp2', 'c34'), ('v16', 'gp2', 'c34'), ('v4', 'gp2', 'c34')]"
181,80,"[('v52', 'cpuIntensive', 'c12'), ('v84', 'cpuIntensive', 'c12'), ('v40', 'cpuIntensive', 'c12'), ('v8', 'cpuIntensive', 'c3'), ('v11', 'cpuIntensive', 'c18'), ('v22', 'cpuIntensive', 'c17'), ('v93', 'cpuIntensive', 'c12'), ('v45', 'cpuIntensive', 'c30'), ('v62', 'cpuIntensive', 'c12'), ('v31', 'cpuIntensive', 'c12'), ('v91', 'cpuIntensive', 'c10'), ('v44', 'cpuIntensive', 'c12'), ('v73', 'cpuIntensive', 'c3'), ('v34', 'cpuIntensive', 'c10'), ('v89', 'cpuIntensive', 'c3'), ('v28', 'cpuIntensive', 'c39'), ('v33', 'cpuIntensive', 'c18'), ('v54', 'cpuIntensive', 'c17'), ('v96', 'cpuIntensive', 'c5'), ('v64', 'cpuIntensive', 'c39'), ('v7', 'cpuIntensive', 'c3'), ('v24', 'gp1', 'c3'), ('v13', 'gp1', 'c3'), ('v46', 'gp1', 'c18'), ('v21', 'gp1', 'c39'), ('v10', 'gp1', 'c17'), ('v75', 'gp1', 'c50'), ('v18', 'gp1', 'c17'), ('v35', 'gp1', 'c18'), ('v6', 'gp1', 'c18'), ('v41', 'gp1', 'c39'), ('v79', 'gp1', 'c17'), ('v71', 'gp1', 'c30'), ('v68', 'gp1', 'c39'), ('v77', 'gp1', 'c39'), ('v14', 'gp1', 'c18'), ('v0', 'gp1', 'c3'), ('v69', 'gp1', 'c18'), ('v70', 'gp1', 'c17'), ('v60', 'gp1', 'c39'), ('v25', 'gp1', 'c3'), ('v55', 'gp1', 'c39'), ('v48', 'gp1', 'c10'), ('v23', 'gp1', 'c17'), ('v37', 'gp1', 'c30'), ('v59', 'gp1', 'c10'), ('v67', 'ramIntensive', 'c18'), ('v47', 'ramIntensive', 'c50'), ('v3', 'ramIntensive', 'c17'), ('v5', 'ramIntensive', 'c18'), ('v53', 'ramIntensive', 'c10'), ('v36', 'ramIntensive', 'c30'), ('v97', 'ramIntensive', 'c39'), ('v57', 'ramIntensive', 'c10'), ('v19', 'ramIntensive', 'c18'), ('v20', 'ramIntensive', 'c39'), ('v99', 'ramIntensive', 'c50'), ('v80', 'ramIntensive', 'c30'), ('v30', 'ramIntensive', 'c1'), ('v90', 'ramIntensive', 'c3'), ('v56', 'ramIntensive', 'c39'), ('v1', 'ramIntensive', 'c3'), ('v76', 'gp2', 'c18'), ('v98', 'ramIntensive', 'c17'), ('v58', 'gp2', 'c39'), ('v17', 'gp2', 'c17'), ('v92', 'ramIntensive', 'c1'), ('v51', 'gp2', 'c50'), ('v2', 'gp2', 'c17'), ('v83', 'gp2', 'c1'), ('v74', 'gp2', 'c50'), ('v81', 'gp2', 'c1'), ('v49', 'gp2', 'c1'), ('v32', 'gp2', 'c1'), ('v78', 'gp2', 'c17'), ('v43', 'gp2', 'c3'), ('v15', 'gp2', 'c1'), ('v26', 'gp2', 'c1'), ('v42', 'gp2', 'c10'), ('v88', 'gp2', 'c50')]"
241,63,"[('v52', 'cpuIntensive', 'c28'), ('v61', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v8', 'cpuIntensive', 'c5'), ('v11', 'cpuIntensive', 'c29'), ('v22', 'cpuIntensive', 'c26'), ('v93', 'cpuIntensive', 'c28'), ('v45', 'cpuIntensive', 'c5'), ('v66', 'cpuIntensive', 'c28'), ('v62', 'cpuIntensive', 'c28'), ('v91', 'cpuIntensive', 'c26'), ('v73', 'cpuIntensive', 'c5'), ('v34', 'cpuIntensive', 'c26'), ('v89', 'cpuIntensive', 'c5'), ('v33', 'cpuIntensive', 'c29'), ('v54', 'cpuIntensive', 'c26'), ('v96', 'cpuIntensive', 'c5'), ('v7', 'cpuIntensive', 'c5'), ('v24', 'gp1', 'c5'), ('v13', 'gp1', 'c5'), ('v46', 'gp1', 'c29'), ('v38', 'gp1', 'c5'), ('v10', 'gp1', 'c26'), ('v75', 'gp1', 'c5'), ('v18', 'gp1', 'c26'), ('v35', 'gp1', 'c29'), ('v6', 'gp1', 'c29'), ('v39', 'gp1', 'c5'), ('v79', 'gp1', 'c26'), ('v71', 'gp1', 'c5'), ('v14', 'gp1', 'c29'), ('v0', 'gp1', 'c5'), ('v69', 'gp1', 'c29'), ('v70', 'gp1', 'c26'), ('v25', 'gp1', 'c25'), ('v48', 'gp1', 'c26'), ('v23', 'gp1', 'c26'), ('v37', 'gp1', 'c26'), ('v59', 'gp1', 'c26'), ('v67', 'ramIntensive', 'c29'), ('v47', 'ramIntensive', 'c26'), ('v3', 'ramIntensive', 'c26'), ('v5', 'ramIntensive', 'c29'), ('v19', 'ramIntensive', 'c29'), ('v30', 'ramIntensive', 'c35'), ('v90', 'ramIntensive', 'c25'), ('v1', 'ramIntensive', 'c25'), ('v76', 'gp2', 'c29'), ('v17', 'gp2', 'c26'), ('v92', 'ramIntensive', 'c35'), ('v83', 'gp2', 'c35'), ('v81', 'gp2', 'c35'), ('v49', 'gp2', 'c35'), ('v32', 'gp2', 'c35'), ('v43', 'gp2', 'c25'), ('v9', 'gp2', 'c25'), ('v15', 'gp2', 'c35'), ('v26', 'gp2', 'c35'), ('v85', 'gp2', 'c25'), ('v12', 'gp2', 'c25'), ('v16', 'gp2', 'c25'), ('v4', 'gp2', 'c25')]"
301,79,"[('v52', 'cpuIntensive', 'c28'), ('v61', 'cpuIntensive', 'c28'), ('v84', 'cpuIntensive', 'c28'), ('v40', 'cpuIntensive', 'c28'), ('v8', 'cpuIntensive', 'c16'), ('v11', 'cpuIntensive', 'c43'), ('v22', 'cpuIntensive', 'c5'), ('v93', 'cpuIntensive', 'c28'), ('v45', 'cpuIntensive', 'c25'), ('v66', 'cpuIntensive', 'c28'), ('v65', 'cpuIntensive', 'c50'), ('v62', 'cpuIntensive', 'c28'), ('v31', 'cpuIntensive', 'c50'), ('v91', 'cpuIntensive', 'c5'), ('v44', 'cpuIntensive', 'c50'), ('v73', 'cpuIntensive', 'c25'), ('v34', 'cpuIntensive', 'c5'), ('v89', 'cpuIntensive', 'c16'), ('v28', 'cpuIntensive', 'c50'), ('v33', 'cpuIntensive', 'c43'), ('v54', 'cpuIntensive', 'c5'), ('v96', 'cpuIntensive', 'c25'), ('v64', 'cpuIntensive', 'c50'), ('v7', 'cpuIntensive', 'c16'), ('v24', 'gp1', 'c16'), ('v13', 'gp1', 'c16'), ('v21', 'gp1', 'c50'), ('v38', 'gp1', 'c16'), ('v10', 'gp1', 'c5'), ('v75', 'gp1', 'c16'), ('v18', 'gp1', 'c5'), ('v35', 'gp1', 'c43'), ('v6', 'gp1', 'c43'), ('v39', 'gp1', 'c16'), ('v41', 'gp1', 'c50'), ('v79', 'gp1', 'c5'), ('v71', 'gp1', 'c25'), ('v68', 'gp1', 'c50'), ('v77', 'gp1', 'c50'), ('v14', 'gp1', 'c43'), ('v0', 'gp1', 'c16'), ('v69', 'gp1', 'c43'), ('v70', 'gp1', 'c5'), ('v50', 'gp1', 'c50'), ('v86', 'gp1', 'c50'), ('v60', 'gp1', 'c50'), ('v25', 'gp1', 'c16'), ('v55', 'gp1', 'c50'), ('v48', 'gp1', 'c5'), ('v23', 'gp1', 'c5'), ('v37', 'gp1', 'c25'), ('v59', 'gp1', 'c5'), ('v67', 'ramIntensive', 'c43'), ('v47', 'ramIntensive', 'c25'), ('v3', 'ramIntensive', 'c5'), ('v5', 'ramIntensive', 'c43'), ('v63', 'ramIntensive', 'c25'), ('v53', 'ramIntensive', 'c5'), ('v36', 'ramIntensive', 'c25'), ('v97', 'ramIntensive', 'c50'), ('v19', 'ramIntensive', 'c43'), ('v99', 'ramIntensive', 'c16'), ('v90', 'ramIntensive', 'c16'), ('v1', 'ramIntensive', 'c26'), ('v76', 'gp2', 'c43'), ('v98', 'ramIntensive', 'c30'), ('v58', 'gp2', 'c50'), ('v17', 'gp2', 'c5'), ('v51', 'gp2', 'c16'), ('v2', 'gp2', 'c30'), ('v83', 'gp2', 'c43'), ('v74', 'gp2', 'c16'), ('v78', 'gp2', 'c30'), ('v43', 'gp2', 'c26'), ('v9', 'gp2', 'c26'), ('v85', 'gp2', 'c26'), ('v12', 'gp2', 'c26'), ('v16', 'gp2', 'c26'), ('v4', 'gp2', 'c26')]"
361,59,"[('v52', 'cpuIntensive', 'c50'), ('v61', 'cpuIntensive', 'c50'), ('v84', 'cpuIntensive', 'c50'), ('v40', 'cpuIntensive', 'c50'), ('v8', 'cpuIntensive', 'c38'), ('v11', 'cpuIntensive', 'c11'), ('v22', 'cpuIntensive', 'c30'), ('v93', 'cpuIntensive', 'c50'), ('v45', 'cpuIntensive', 'c43'), ('v66', 'cpuIntensive', 'c50'), ('v62', 'cpuIntensive', 'c50'), ('v91', 'cpuIntensive', 'c30'), ('v73', 'cpuIntensive', 'c38'), ('v34', 'cpuIntensive', 'c30'), ('v89', 'cpuIntensive', 'c38'), ('v54', 'cpuIntensive', 'c30'), ('v96', 'cpuIntensive', 'c43'), ('v7', 'cpuIntensive', 'c38'), ('v24', 'gp1', 'c38'), ('v13', 'gp1', 'c38'), ('v38', 'gp1', 'c43'), ('v10', 'gp1', 'c30'), ('v75', 'gp1', 'c43'), ('v18', 'gp1', 'c30'), ('v6', 'gp1', 'c11'), ('v39', 'gp1', 'c43'), ('v79', 'gp1', 'c30'), ('v71', 'gp1', 'c43'), ('v14', 'gp1', 'c11'), ('v0', 'gp1', 'c38'), ('v69', 'gp1', 'c11'), ('v70', 'gp1', 'c30'), ('v25', 'gp1', 'c38'), ('v48', 'gp1', 'c30'), ('v23', 'gp1', 'c30'), ('v37', 'gp1', 'c43'), ('v59', 'gp1', 'c30'), ('v47', 'ramIntensive', 'c43'), ('v3', 'ramIntensive', 'c30'), ('v5', 'ramIntensive', 'c11'), ('v63', 'ramIntensive', 'c43'), ('v53', 'ramIntensive', 'c30'), ('v36', 'ramIntensive', 'c43'), ('v57', 'ramIntensive', 'c3'), ('v19', 'ramIntensive', 'c11'), ('v90', 'ramIntensive', 'c38'), ('v1', 'ramIntensive', 'c38'), ('v76', 'gp2', 'c11'), ('v98', 'ramIntensive', 'c3'), ('v17', 'gp2', 'c30'), ('v92', 'ramIntensive', 'c11'), ('v51', 'gp2', 'c43'), ('v2', 'gp2', 'c3'), ('v32', 'gp2', 'c11'), ('v78', 'gp2', 'c3'), ('v43', 'gp2', 'c38'), ('v15', 'gp2', 'c11'), ('v26', 'gp2', 'c11'), ('v42', 'gp2', 'c3')]"
421,68,"[('v52', 'cpuIntensive', 'c14'), ('v61', 'cpuIntensive', 'c14'), ('v84', 'cpuIntensive', 'c14'), ('v40', 'cpuIntensive', 'c14'), ('v8', 'cpuIntensive', 'c24'), ('v22', 'cpuIntensive', 'c32'), ('v93', 'cpuIntensive', 'c14'), ('v45', 'cpuIntensive', 'c36'), ('v66', 'cpuIntensive', 'c14'), ('v65', 'cpuIntensive', 'c50'), ('v62', 'cpuIntensive', 'c14'), ('v31', 'cpuIntensive', 'c50'), ('v91', 'cpuIntensive', 'c28'), ('v44', 'cpuIntensive', 'c50'), ('v73', 'cpuIntensive', 'c24'), ('v34', 'cpuIntensive', 'c28'), ('v89', 'cpuIntensive', 'c24'), ('v28', 'cpuIntensive', 'c50'), ('v54', 'cpuIntensive', 'c32'), ('v96', 'cpuIntensive', 'c36'), ('v64', 'cpuIntensive', 'c50'), ('v7', 'cpuIntensive', 'c24'), ('v24', 'gp1', 'c24'), ('v13', 'gp1', 'c24'), ('v21', 'gp1', 'c50'), ('v38', 'gp1', 'c36'), ('v10', 'gp1', 'c32'), ('v75', 'gp1', 'c36'), ('v18', 'gp1', 'c32'), ('v39', 'gp1', 'c36'), ('v41', 'gp1', 'c50'), ('v79', 'gp1', 'c28'), ('v71', 'gp1', 'c36'), ('v68', 'gp1', 'c50'), ('v77', 'gp1', 'c50'), ('v0', 'gp1', 'c24'), ('v70', 'gp1', 'c28'), ('v50', 'gp1', 'c50'), ('v86', 'gp1', 'c50'), ('v60', 'gp1', 'c50'), ('v25', 'gp1', 'c24'), ('v55', 'gp1', 'c50'), ('v48', 'gp1', 'c28'), ('v23', 'gp1', 'c32'), ('v37', 'gp1', 'c36'), ('v59', 'gp1', 'c28'), ('v47', 'ramIntensive', 'c36'), ('v3', 'ramIntensive', 'c32'), ('v63', 'ramIntensive', 'c36'), ('v53', 'ramIntensive', 'c28'), ('v36', 'ramIntensive', 'c36'), ('v97', 'ramIntensive', 'c50'), ('v57', 'ramIntensive', 'c28'), ('v90', 'ramIntensive', 'c24'), ('v1', 'ramIntensive', 'c24'), ('v98', 'ramIntensive', 'c32'), ('v58', 'gp2', 'c50'), ('v17', 'gp2', 'c32'), ('v51', 'gp2', 'c36'), ('v2', 'gp2', 'c32'), ('v78', 'gp2', 'c32'), ('v43', 'gp2', 'c24'), ('v9', 'gp2', 'c43'), ('v42', 'gp2', 'c28'), ('v85', 'gp2', 'c43'), ('v12', 'gp2', 'c43'), ('v16', 'gp2', 'c43'), ('v4', 'gp2', 'c43')]"
481,71,"[('v52', 'cpuIntensive', 'c14'), ('v61', 'cpuIntensive', 'c7'), ('v84', 'cpuIntensive', 'c14'), ('v40', 'cpuIntensive', 'c7'), ('v8', 'cpuIntensive', 'c44'), ('v22', 'cpuIntensive', 'c12'), ('v93', 'cpuIntensive', 'c14'), ('v45', 'cpuIntensive', 'c37'), ('v66', 'cpuIntensive', 'c14'), ('v65', 'cpuIntensive', 'c7'), ('v62', 'cpuIntensive', 'c7'), ('v31', 'cpuIntensive', 'c14'), ('v91', 'cpuIntensive', 'c12'), ('v44', 'cpuIntensive', 'c7'), ('v73', 'cpuIntensive', 'c23'), ('v34', 'cpuIntensive', 'c12'), ('v89', 'cpuIntensive', 'c37'), ('v28', 'cpuIntensive', 'c14'), ('v54', 'cpuIntensive', 'c12'), ('v96', 'cpuIntensive', 'c37'), ('v64', 'cpuIntensive', 'c22'), ('v7', 'cpuIntensive', 'c44'), ('v24', 'gp1', 'c44'), ('v13', 'gp1', 'c44'), ('v21', 'gp1', 'c7'), ('v10', 'gp1', 'c12'), ('v75', 'gp1', 'c37'), ('v18', 'gp1', 'c12'), ('v39', 'gp1', 'c37'), ('v41', 'gp1', 'c14'), ('v79', 'gp1', 'c12'), ('v71', 'gp1', 'c37'), ('v68', 'gp1', 'c14'), ('v77', 'gp1', 'c14'), ('v0', 'gp1', 'c44'), ('v70', 'gp1', 'c12'), ('v50', 'gp1', 'c14'), ('v86', 'gp1', 'c14'), ('v60', 'gp1', 'c14'), ('v25', 'gp1', 'c44'), ('v55', 'gp1', 'c14'), ('v48', 'gp1', 'c12'), ('v23', 'gp1', 'c12'), ('v37', 'gp1', 'c37'), ('v59', 'gp1', 'c12'), ('v3', 'ramIntensive', 'c12'), ('v63', 'ramIntensive', 'c37'), ('v53', 'ramIntensive', 'c12'), ('v97', 'ramIntensive', 'c22'), ('v57', 'ramIntensive', 'c39'), ('v20', 'ramIntensive', 'c7'), ('v99', 'ramIntensive', 'c37'), ('v56', 'ramIntensive', 'c22'), ('v1', 'ramIntensive', 'c44'), ('v95', 'ramIntensive', 'c7'), ('v98', 'ramIntensive', 'c39'), ('v58', 'gp2', 'c22'), ('v17', 'gp2', 'c12'), ('v82', 'gp2', 'c22'), ('v51', 'gp2', 'c37'), ('v2', 'gp2', 'c39'), ('v87', 'gp2', 'c22'), ('v74', 'gp2', 'c37'), ('v29', 'gp2', 'c22'), ('v78', 'gp2', 'c39'), ('v9', 'gp2', 'c44'), ('v42', 'gp2', 'c39'), ('v85', 'gp2', 'c23'), ('v12', 'gp2', 'c44'), ('v16', 'gp2', 'c44'), ('v4', 'gp2', 'c44')]"
541,34,"[('v52', 'cpuIntensive', 'c41'), ('v61', 'cpuIntensive', 'c41'), ('v84', 'cpuIntensive', 'c41'), ('v40', 'cpuIntensive', 'c41'), ('v8', 'cpuIntensive', 'c48'), ('v22', 'cpuIntensive', 'c37'), ('v93', 'cpuIntensive', 'c41'), ('v66', 'cpuIntensive', 'c41'), ('v62', 'cpuIntensive', 'c41'), ('v91', 'cpuIntensive', 'c37'), ('v34', 'cpuIntensive', 'c37'), ('v7', 'cpuIntensive', 'c48'), ('v24', 'gp1', 'c48'), ('v13', 'gp1', 'c48'), ('v10', 'gp1', 'c37'), ('v75', 'gp1', 'c8'), ('v18', 'gp1', 'c37'), ('v79', 'gp1', 'c37'), ('v71', 'gp1', 'c8'), ('v0', 'gp1', 'c48'), ('v70', 'gp1', 'c37'), ('v25', 'gp1', 'c48'), ('v48', 'gp1', 'c37'), ('v23', 'gp1', 'c37'), ('v59', 'gp1', 'c37'), ('v3', 'ramIntensive', 'c37'), ('v53', 'ramIntensive', 'c37'), ('v1', 'ramIntensive', 'c48'), ('v17', 'gp2', 'c37'), ('v2', 'gp2', 'c37'), ('v9', 'gp2', 'c48'), ('v12', 'gp2', 'c48'), ('v16', 'gp2', 'c48'), ('v4', 'gp2', 'c48')]"
